Date,Rank,ASIN,Title
8/25/22 16:26,120,B09NY98T2R,"NEENCA Professional Plantar Fasciitis Shoe Insoles, Arch Support Orthotic Inserts, Medical Grade Running Athletic Gel Boot Insoles for Flat Feet, High Arch, Fallen Arch, Arch/Foot/Heel Pain Relief"2022-08-25 20:51:00,1,B000O58PTE,"Powerstep Insoles, Pinnacle Maxx, Over-Pronation Corrective Insole, Maximum Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,2,B000KPKMX0,"Powerstep Insoles, Pinnacle, Plantar Fasciitis Pain Relief Insole, Heel Pain & Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,3,B00268XJMU,"Powerstep Insoles, Original, Arch Pain Relief Insole, Designed for Tight Shoes, Arch Support Orthotic for Women and Men"
2022-08-25 20:51:00,4,B00WIY97J6,"Powerstep unisex adult Pinnacle Plus Met Insole, Red/Blue, Men s 10-10.5 Women 12 US"
2022-08-25 20:51:00,5,B00268XJMU,"Powerstep Insoles, Original, Arch Pain Relief Insole, Designed for Tight Shoes, Arch Support Orthotic for Women and Men"
2022-08-25 20:51:00,6,B000KPKMU8,"Powerstep Insoles, Pinnacle, Plantar Fasciitis Pain Relief Insole, Heel Pain & Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,7,B0059HUAKO,"Powerstep Insoles, Pinnacle Maxx, Over-Pronation Corrective Insole, Maximum Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,8,B005BRI8MY,"Powerstep Insoles, Pinnacle 3/4 Thin, Arch Pain Relief Insole, For Tight Shoes, Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,9,B00QGB3F9U,"Powerstep Insoles, Pinnacle Pink, Arch Pain Relief Insole, Extra Gel Cushion Layer, Arch Support Orthotic For Women"
2022-08-25 20:51:00,10,B00WIY97J6,"Powerstep unisex adult Pinnacle Plus Met Insole, Red/Blue, Men s 10-10.5 Women 12 US"
2022-08-25 20:51:00,11,B00WIY97S2,"Powerstep unisex adult Pinnacle Plus Met Insoles Insole, Red/Blue, Men s 9-9.5 Women 11-11.5 US"
2022-08-25 20:51:00,12,B00WIY97L4,"Powerstep unisex adult Pinnacle Plus Met Insole, Red/Blue, Men s 8-8.5 Women 10-10.5 US"
2022-08-25 20:51:00,13,B081TNPFSN,"Powerstep Insoles, Pinnacle High Arch, Pain Relief Insole, Supination, High Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,14,B01MST6FKL,"Powerstep Insoles, Pinnacle Work, Work Boot Arch Support, Insoles For Standing All Day, Arch Support Orthotic For Men"
2022-08-25 20:51:00,15,B006C6PFI8,Powerstep Protech Control Pro Insoles 6-6.5 Men / 8-8.5 Women
2022-08-25 20:51:00,16,B09K4JGLB3,"Powerstep Insoles, PULSE Maxx, Over-Pronation Corrective Insole, Running Shoe Insert, Sports Orthotic For Women and Men"
2022-08-25 20:51:00,17,B075YGGG1X,"Plantar Fasciitis Feet Insoles Arch Supports Orthotics Inserts for Flat Feet, High Arch, Foot Pain Mens 7 - 7 1/2 | Womens 9 - 9 1/2"
2022-08-25 20:51:00,18,B09KCH9V7Q,"Powerstep Insoles, PULSE Plus, Ball Of Foot Pain Relief Insole, Running Shoe Insert, Sports Orthotic for Women and Men"
2022-08-25 20:51:00,19,B09BJWJP31,Arch Heavy Support Pain Relief Orthotics - 210+ lbs Flat Foot Heel Pads Plantar Fasciitis Work Boots Insole Inserts for Men and Women
2022-08-25 20:51:00,20,B09K4JGLB3,"Powerstep Insoles, PULSE Maxx, Over-Pronation Corrective Insole, Running Shoe Insert, Sports Orthotic For Women and Men"
2022-08-25 20:51:00,21,B00WIY97NW,"Powerstep unisex adult Pinnacle Plus Met Insole, Red/Blue, Men s 7-7.5 Women 9-9.5 US"
2022-08-25 20:51:00,22,B00GWU884M,"Powerstep Insoles, ComfortLast, Maximum Cushioning and Conforming Foam, Shock Absorbing Gel Inserts For Women and Men"
2022-08-25 20:51:00,23,B009VJAWS6,"PowerStep Pinnacle Wide Fit, Neutral Arch Support, Wide Fit Insole for Shoe Widths 3E-6E, Plantar Fasciitis Pain Relief"
2022-08-25 20:51:00,24,B002RSRXVC,Powerstep® ProTech Classic Pro
2022-08-25 20:51:00,25,B00WIY98Q8,"Powerstep unisex adult Pinnacle Plus Met Insole, Red/Blue, Men s 6-6.5 Women 8-8.5 US"
2022-08-25 20:51:00,26,B081TNQ163,"Powerstep Insoles, Pinnacle Low Arch, Flat Feet Pain Relief Insole, Low Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,27,B09JDDF7XR,"Powerstep Bridge Adaptable Arch Support Insoles, Comfort Memory Foam Inserts, Plantar Fasciitis Relief"
2022-08-25 20:51:00,28,B00BQKO2QG,"Powerstep Insoles, SlenderFit 3/4 Insole, Arch Support Insole for High Heels, Women's High Heel Shoe, Dress Boot Insert"
2022-08-25 20:51:00,29,B09C2M14RJ,"Powerstep Insoles, PULSE Performance, Running Shoe Pain Relief Insert, Athletic Arch Support Orthotic, Women and Men"
2022-08-25 20:51:00,30,B07L4G8XG6,"Powerstep Insoles, Pinnacle Breeze Maxx, Over Pronation Insole, Breathable Fabric Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,31,B01FZRRDY8,POWERSTEP PROTECH Control Full Length Orthotic Supports Mens & Women's (Men's 7-7.5 / Women's 9-9.5)
2022-08-25 20:51:00,32,B01NAGE5PP,"Powerstep Insoles, Memory Foam, Heel and Arch Pain Relief Insole, Cushioning Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,33,B09C2M14RJ,"Powerstep Insoles, PULSE Performance, Running Shoe Pain Relief Insert, Athletic Arch Support Orthotic, Women and Men"
2022-08-25 20:51:00,34,B00QGB3F8Q,"Powerstep Insoles, Pinnacle Pink, Arch Pain Relief Insole, Extra Gel Cushion Layer, Arch Support Orthotic For Women"
2022-08-25 20:51:00,35,B081TNQ163,"Powerstep Insoles, Pinnacle Low Arch, Flat Feet Pain Relief Insole, Low Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,36,B07R4MWJ2M,"PCSsole 3/4 Orthotics Shoe Insoles High Arch Supports Shoe Insertsfor Plantar Fasciitis, Flat Feet, Over-Pronation, Relief Heel Spur Pain  (XL:Men9-11/Women10-12)"
2022-08-25 20:51:00,37,B09KCH8X59,"Powerstep Insoles, PULSE Plus, Ball Of Foot Pain Relief Insole, Running Shoe Insert, Sports Orthotic for Women and Men"
2022-08-25 20:51:00,38,B00WIY97LY,"PowerStep Pinnacle Plus Insoles, Built in Metatarsal Pads Help with Proper Toe Alignment and Ball of Foot Pain for Normal Arches, No Trimming Required, Shoe Size Inserts for Men and Women, Men's 12-13"
2022-08-25 20:51:00,39,B01N5CKD12,Powerstep Unisex-Adult Powerstep Memory Foam Insoles
2022-08-25 20:51:00,40,B01BOV3KKA,"Powerstep Insoles, Pinnacle Hiker, Arch Support Hiking Boot Insole, Maximum Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,41,B007U10BXI,Powerstep Shoe's Toddler Insoles
2022-08-25 20:51:00,42,B075YGGG1X,"Plantar Fasciitis Feet Insoles Arch Supports Orthotics Inserts for Flat Feet, High Arch, Foot Pain Mens 7 - 7 1/2 | Womens 9 - 9 1/2"
2022-08-25 20:51:00,43,B002T0072U,"Superfeet GREEN Professional-Grade High Arch Support Orthotic Shoe Inserts for Maximum Support Insole, Green, 7.5-9 Men / 8.5-10 Women"
2022-08-25 20:51:00,44,B098PY6W1L,"Walkomfy Heavy Duty Support Pain Relief Orthotics - 210+ lbs Plantar Fasciitis High Arch Support Insoles for Men Women, Flat Feet Orthotic Insert, Work Boot Shoe Insole, Absorb Shock with Every Step"
2022-08-25 20:51:00,45,B000KPONF8,Powerstep Metatarsal Pads for Women and Men Ball of Foot Cushions
2022-08-25 20:51:00,46,B001UFYM94,"PowerStep Insoles, Custom Fit Orthotic, Molded Arch Support Insole, Exact Fit Instant Custom Orthotic For Women and Men"
2022-08-25 20:51:00,47,B098BDLDZQ,"Powerstep Insoles, Pinnacle Dress, Arch Pain Relief Insole, for Dress Shoes, Arch Support Orthotic for Women and Men"
2022-08-25 20:51:00,48,B077QSM5SX,"Powerstep Insoles, Pinnacle Breeze Arch Pain Relief Insole, Breathable Fabric, Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,49,B013CXOR9Q,Powerstep Pinnacle-M 6-6.5 / W 8-8.5 Size C
2022-08-25 20:51:00,50,B07T98FGKJ,"Powerstep Low Profile Running Shoe Insert, Neutral Arch Support, Plantar Fasciitis Relief, Thin Running Insole"
2022-08-25 20:51:00,51,B01MST5XRG,Powerstep ErgoShield Work Plus Insoles
2022-08-25 20:51:00,52,B00DF6XG3Y,Powerstep Protech Control Full Length Orthotics Size: K - M14-14.5
2022-08-25 20:51:00,53,B07B91FDQH,"Powerstep Insoles, Pinnacle Junior Kids Pain Relief Shoe Insert, with Arch Support for Cushion and Comfort"
2022-08-25 20:51:00,54,B085MDG5S5,"Walkomfy Pain Relief Orthotics, Plantar Fasciitis Arch Support Insoles Shoe Inserts for Maximum Support/All-Day Shock Absorption/Designed for Men and Women (Mens 11-11 1/2 | Womens 13-13 1/2)"
2022-08-25 20:51:00,55,B074WL2R2D,"Powerstep Shoe's KidSport Insole, green/blue"
2022-08-25 20:51:00,56,B01D09G574,Powerstep ArchLite Orthotic Insoles
2022-08-25 20:51:00,57,B00B61JU5I,Powerstep SlimTech 3/4 Length Orthotics (A - Men's 5-6.5/Women's 7-8.5 Shoe)
2022-08-25 20:51:00,58,B01FWN2WQO,"Powerstep unisex adult Pinnacle Plus Met Orthotic Inserts, Red/Blue, Men s 14-15 US"
2022-08-25 20:51:00,59,B00WIY97F0,"Powerstep unisex adult Pinnacle Plus Met Insoles, Red/Blue, Men s 5-5.5 Women 7-7.5 US"
2022-08-25 20:51:00,60,B09NY8Y6NB,"NEENCA Professional Shoe Insoles, Comfort Memory Foam Cushioned Shoe Inserts, Medical Grade Shock Absorption Boot Insoles, Soft Support for Arch/Foot/Heel Pain Relief, Everyday Use"
2022-08-25 20:51:00,61,B075YH77DN,"Plantar Fasciitis Feet Insoles Arch Supports Orthotics Inserts for Flat Feet, High Arch, Foot Pain Mens 16 - 16 1/2"
2022-08-25 20:51:00,62,B0819R32V7,"Plantar Fasciitis Feet Insoles Arch Supports Orthotics Inserts Relieve Flat Feet, High Arch, Foot Pain"
2022-08-25 20:51:00,63,B005AFHKSU,"Powerstep Insoles, Original, Arch Pain Relief Insole, Designed for Tight Shoes, Arch Support Orthotic for Women and Men"
2022-08-25 20:51:00,64,B09K4N1QT8,"Powerstep Insoles, PULSE Maxx, Over-Pronation Corrective Insole, Running Shoe Insert, Sports Orthotic For Women and Men"
2022-08-25 20:51:00,65,B010CG5XQ2,Powerstep Pinnacle-M 12-13.5 / W 14-15.5 Size I/J
2022-08-25 20:51:00,66,B08SHHN7Q2,{New 2022} Sport Athletic Shoe Insoles Men Women - Ideal for Active Sports Walking Running Training Hiking Hockey - Extra Shock Absorption Inserts - Orthotic Comfort Insoles for Sneakers Running Shoes
2022-08-25 20:51:00,67,B06XGTMW3Z,"Powerstep Endurance Shoe Insoles - Ultra Slim, Low-Profile Design That Provides Perfect Comfort and Support While Running"
2022-08-25 20:51:00,68,B09BHTZQ4G,NEENCA Arch Support Insoles for Plantar Fasciitis Foot Pain Relief Orthotics Shoe Inserts for Flat Feet Hiking Running and Overpronation Men Women
2022-08-25 20:51:00,69,B00E7L2VP0,"Powerstep Protech Control Full Length Orthotics Size 9-9 1/2, Women's 11-11 1/2"
2022-08-25 20:51:00,70,B00DFDW2T6,Powerstep Protech Control Full Length Or Size: E - M8-8.5 or W10-10.5
2022-08-25 20:51:00,71,B07D5K1RYN,Plantar Fasciitis Arch Support Insoles for Men and Women Shoe Inserts - Orthotic Inserts - Flat Feet Foot - Running Athletic Gel Shoe Insoles - Orthotic Insoles for Arch Pain High Arch - Boot Insoles
2022-08-25 20:51:00,72,B01BOV3ROO,"Powerstep Insoles, Pinnacle Wool, Arch Support Outdoor Wool Insole, Warm Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,73,B00EJR24V8,"Powerstep Pinnacle Maxx Full Length Orthopedic Foot Insoles, Men, Size: 5 - 5 ½"
2022-08-25 20:51:00,74,B00DF6XEHC,Powerstep Protech Control Full Length Orth Size: B - M5-5.5 or W7-7.5
2022-08-25 20:51:00,75,B0018AT8KY,Powerstep ProTech FULL LENGTH Size H WOMENS 13 to 13.5 MENS 11 to 11.5
2022-08-25 20:51:00,76,B098BDF8B4,"Powerstep Insoles, Pinnacle Dress 3/4, Arch Pain Relief Insole, for Dress Shoes, Arch Support Orthotic for Women and Men"
2022-08-25 20:51:00,77,B00WIY97S2,"Powerstep unisex adult Pinnacle Plus Met Insoles Insole, Red/Blue, Men s 9-9.5 Women 11-11.5 US"
2022-08-25 20:51:00,78,B000KPKMU8,"Powerstep Insoles, Pinnacle, Plantar Fasciitis Pain Relief Insole, Heel Pain & Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,79,B000O5HE14,"Powerstep Insoles, Pinnacle Maxx, Over-Pronation Corrective Insole, Maximum Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,80,B09NDY2XZ4,"Powerstep Low Profile Running Shoe Insert, Neutral Arch Support, Plantar Fasciitis Relief, Thin Running Insole"
2022-08-25 20:51:00,81,B005BRHKG4,"Powerstep Slim-Tech 3/4 Insole, Mens 12-13.5 / Womens 14-15.5"
2022-08-25 20:51:00,82,B09SGNHL35,"PowerStep Pulse Performance Insoles- Running, Athletic Shoe Inserts, Shock Absorption, Increase Performance and Comfort, Reduce Stress, Men and Women"
2022-08-25 20:51:00,83,B00YI0MENY,"Powerstep unisex adult Pinnacle Plus Met Insole, Red/Blue, Men s 4-4.5 Women 6-6.5 US"
2022-08-25 20:51:00,84,B078BQXPW1,"Powerstep ErgoShield ESD Insoles, Electro-Static Dissipation, Occupational Work Insoles, Economical Anti-Static Inserts for ESD Work Shoes"
2022-08-25 20:51:00,85,B01N47ZYGO,"Powerstep unisex adult Ergoshield Anti-fatigue Insoles Insole, Black, Men s 7-8.5 Women 9-10.5 US"
2022-08-25 20:51:00,86,B00B61JUJ4,Powerstep SlimTech 3/4 Length Orthotics (C - Men's 9-9.5/Women's 11-11.5 Shoe)
2022-08-25 20:51:00,87,B0018AO1GK,POWERSTEP PROTECH SUPPORT SIZE C WOMEN 8 to 8.5 MEN 6 to 6.5
2022-08-25 20:51:00,88,B005AFHOR2,"Powerstep Unisex Original Blue Insole Men's 7-7.5, Women's 9-9.5"
2022-08-25 20:51:00,89,B00WIY97ZU,"Powerstep Unisex's Pinnacle Plus Met Insoles, Red/Blue, Men's 11-11.5"
2022-08-25 20:51:00,90,B01N1MDB2C,"Powerstep unisex adult Ergoshield Anti-fatigue Insoles Insole, Black, Men s 11-12.5 US"
2022-08-25 20:51:00,91,B09D37LQRL,Arch Support Insertion Plantar Fasciitis Relieves Insoles Flat Feet Orthopedic Insoles Shock Absorption Comfortable Inserts
2022-08-25 20:51:00,92,B00DF6XDC8,Powerstep Protech Control Full Length Orth Size: A - M4-4.5 or W6-6.5
2022-08-25 20:51:00,93,B09PG7T4GH,"Plantar Fasciitis Feet Insoles Arch Supports Athletic Cushioning Orthotics Inserts Relieve Flat Feet, High Arch, Foot Pain Men 10-11 / Women 12-13"
2022-08-25 20:51:00,94,B000P9XO90,"Powerstep Insoles, Pinnacle 3/4 Thin, Arch Pain Relief Insole, For Tight Shoes, Arch Support Orthotic For Women and Men"
2022-08-25 20:51:00,95,B09KCHF697,"Powerstep Insoles, PULSE Plus, Ball Of Foot Pain Relief Insole, Running Shoe Insert, Sports Orthotic for Women and Men"
2022-08-25 20:51:00,96,B074WLHHGS,"Powerstep Shoe's KidSport Insole, green/blue"
2022-08-25 20:51:00,97,B079MCY1Q1,"PCSsole Orthotic Arch Support Shoe Inserts Insoles for Flat Feet,Feet Pain,Plantar Fasciitis,Insoles for Men and Women"
2022-08-25 20:51:00,98,B00SK9YCGG,Powerstep - PowerKids Pediatric 3/4 Length Orthotic Insole
2022-08-25 20:51:00,99,B01FRFXCPC,POWERSTEP PROTECH Control Full Length Orthotic Supports Mens & Women's (Men's 8-8.5/Women's 10-10.5)
2022-08-25 20:51:00,100,B08MPZZ7RJ,"VALSOLE Plantar Fasciitis Orthotic Shoe Inserts,Athletic Running Insoles for Women and Men,Arch Support Gel Comfort Shoe Insoles,Relieve Fallen Arch,Flat Feet,metatarsalgia,Pronation,Heel Pain"
2022-08-25 20:51:00,101,B09BJWJP31,Arch Heavy Support Pain Relief Orthotics - 210+ lbs Flat Foot Heel Pads Plantar Fasciitis Work Boots Insole Inserts for Men and Women
2022-08-25 20:51:00,102,B01MST6FNE,"Powerstep unisex adult Ergoshield Anti-fatigue Insoles Insole, Black, Men s 3-4.5 Women 5-6.5 US"
2022-08-25 20:51:00,103,B01NAD80JH,"Powerstep Ergoshield Anti-Fatigue Insole, Black, Men's 5-6.5, Women's 7-8.5"
2022-08-25 20:51:00,104,B00SK9YQZI,Powerstep Pinnacle Pink Insoles W 8-8.5 / M 6-6.5
2022-08-25 20:51:00,105,B074FD2XM4,Powerstep Adjustable Heel Lift Cushion
2022-08-25 20:51:00,106,B09L38FF2B,"{220+lbs} Plantar Fasciitis Strong Arch Support Insoles Inserts Men Women - Flat Feet - Orthotic Insoles High Arch for Arch Pain - Boot Work Shoe Insole - Heavy Duty Support Pain Relief {M, Black}"
2022-08-25 20:51:00,107,B07R4MWJ2M,"PCSsole 3/4 Orthotics Shoe Insoles High Arch Supports Shoe Insertsfor Plantar Fasciitis, Flat Feet, Over-Pronation, Relief Heel Spur Pain  (XL:Men9-11/Women10-12)"
2022-08-25 20:51:00,108,B0722KQ9X4,"Powerstep Slim Tech Men's / Women's 3/4 Insoles, Men 5-6.5 Women 7-8.5"
2022-08-25 20:51:00,109,B000V0BKE4,"Powerstep Original Orthotics, Blue/Black,Men's 10-10.5, Women's 12-12.5"
2022-08-25 20:51:00,110,B06XPQBK8N,Superfeet Trailblazer Comfort Carbon Fiber Orthotic Support Insoles - Pine - Unisex - 7.5-9 Men / 8.5-10 Women
2022-08-25 20:51:00,111,B00CA9NBFA,Powerstep Signature Dress Full-Length Insoles for Men and Women
2022-08-25 20:51:00,112,B001UG0HK6,"Powerstep Archmolds Lean Orthotic Insoles, Heat Moldable Shoe Inserts for Slim Cushioning and Full Support, Orange"
2022-08-25 20:51:00,113,B00MV5FGHY,JobSite Gel Sport Insoles - Gel Heel & Metatarsal Shock Pad - US Men 8-13 (Trim to Fit)
2022-08-25 20:51:00,115,B073QFH79G,"Shoe Insoles, Memory Foam Insoles, Providing Excellent Shock Absorption and Cushioning for Feet Relief, Comfortable Insoles for Men and Women for Everyday Use, L [US M: 8-12/W: 10-15]"
2022-08-25 20:51:00,116,B09NY98T2R,"NEENCA Professional Plantar Fasciitis Shoe Insoles, Arch Support Orthotic Inserts, Medical Grade Running Athletic Gel Boot Insoles for Flat Feet, High Arch, Fallen Arch, Arch/Foot/Heel Pain Relief"
2022-08-25 20:51:00,117,B00318I302,"Powerstep Arch Boosters Show Accessory, Grey, Small, Regular US"
2022-08-25 20:51:00,118,B01N7B0BS0,"Dr. Foot's Arch Support Insoles, Help Against Plantar Fasciitis, Metatarsal and Heel Pain, Diabetic Anti-Sweat Foam Comfortable Insoles for Shock Absorption (L | 7~12 US Men's, Black)"
2022-08-25 20:51:00,119,B083LJP38H,Plantar Fasciitis Arch Support Insoles for Men and Women Shoe Inserts Orthotics - Shoe Insoles for Flat Feet Arch Heel Pain
2022-08-25 20:51:00,120,B07TFK1G54,"Powerstep unisex adult Pulse Thin Full Length Insole, Teal (Sport-tech), Men s 14-15 US"
